,Unnamed: 0,property_link,suburb,address,property_type,price,closest_school,Bedrooms,Bathrooms,Garages
651,651,https://www.domain.com.au/425-greenhalghs-road-delacombe-vic-3356-16104213,DELACOMBE VIC 3356,"425 Greenhalghs Road, DELACOMBE VIC 3356",0,435,1.9,4,2,2
652,652,https://www.domain.com.au/11-vecchio-parkway-wallan-vic-3756-16104191,WALLAN VIC 3756,"11 Vecchio Parkway, WALLAN VIC 3756",0,420,1.6,4,2,2
653,653,https://www.domain.com.au/42-roberts-avenue-hoppers-crossing-vic-3029-16104188,HOPPERS CROSSING VIC 3029,"42 Roberts Avenue, HOPPERS CROSSING VIC 3029",0,390,0.3,3,1,5
654,654,https://www.domain.com.au/42-highbury-road-clyde-north-vic-3978-15104819,CLYDE NORTH VIC 3978,"42 Highbury Road, CLYDE NORTH VIC 3978",0,420,1.2,3,2,2
655,655,https://www.domain.com.au/145-burnley-street-richmond-vic-3121-16104175,RICHMOND VIC 3121,"145 Burnley Street, RICHMOND VIC 3121",0,950,0.3,3,2,1
656,656,https://www.domain.com.au/360b-new-street-brighton-vic-3186-16104171,BRIGHTON VIC 3186,"360B New Street, BRIGHTON VIC 3186",0,280,1.1,5,4,2
657,657,https://www.domain.com.au/6-goldington-street-mickleham-vic-3064-16104164,MICKLEHAM VIC 3064,"6 Goldington Street, MICKLEHAM VIC 3064",0,450,1,4,2,2
658,658,https://www.domain.com.au/16-carrangal-place-parkville-vic-3052-16104153,PARKVILLE VIC 3052,"16 Carrangal Place, PARKVILLE VIC 3052",0,750,1.1,3,2,2
659,659,https://www.domain.com.au/23-wavell-street-box-hill-vic-3128-16104151,BOX HILL VIC 3128,"23 Wavell Street, BOX HILL VIC 3128",0,370,0.8,2,1,1
660,660,https://www.domain.com.au/107-princess-road-corio-vic-3214-16104148,CORIO VIC 3214,"107 Princess Road, CORIO VIC 3214",0,360,4.8,3,1,1
661,661,https://www.domain.com.au/145-eureka-drive-manor-lakes-vic-3024-16104145,MANOR LAKES VIC 3024,"145 Eureka Drive, MANOR LAKES VIC 3024",0,450,0.8,3,2,2
662,662,https://www.domain.com.au/1-alexia-drive-berwick-vic-3806-15417920,BERWICK VIC 3806,"1 Alexia Drive, BERWICK VIC 3806",0,580,0.3,4,2,2
663,663,https://www.domain.com.au/6-coop-drive-gisborne-vic-3437-16104125,GISBORNE VIC 3437,"6 Coop Drive, GISBORNE VIC 3437",0,650,1.9,4,2,2
664,664,https://www.domain.com.au/19-montvale-road-truganina-vic-3029-16104132,TRUGANINA VIC 3029,"19 Montvale Road, TRUGANINA VIC 3029",0,530,0.6,4,3,2
665,665,https://www.domain.com.au/86-gardner-road-benalla-vic-3672-16104128,BENALLA VIC 3672,"86 Gardner Road, BENALLA VIC 3672",0,800,4.6,5,2,2
666,666,https://www.domain.com.au/11-philpott-street-east-geelong-vic-3219-16104126,EAST GEELONG VIC 3219,"11 Philpott Street, EAST GEELONG VIC 3219",0,580,0.7,3,2,2
667,667,https://www.domain.com.au/21-suffolk-street-curlewis-vic-3222-16104116,CURLEWIS VIC 3222,"21 Suffolk Street, CURLEWIS VIC 3222",0,430,1.5,4,2,2
668,668,https://www.domain.com.au/45-homestead-road-berwick-vic-3806-16104113,BERWICK VIC 3806,"45 Homestead Road, BERWICK VIC 3806",0,420,0.6,3,2,1
669,669,https://www.domain.com.au/28-woolwich-drive-mulgrave-vic-3170-16104112,MULGRAVE VIC 3170,"28 Woolwich Drive, MULGRAVE VIC 3170",0,400,0.9,3,1,1
670,670,https://www.domain.com.au/2-mcgrath-way-rockbank-vic-3335-15284732,ROCKBANK VIC 3335,"2 McGrath Way, ROCKBANK VIC 3335",0,400,1.4,3,2,2
671,671,https://www.domain.com.au/14-steven-street-dandenong-vic-3175-16104107,DANDENONG VIC 3175,"14 Steven Street, DANDENONG VIC 3175",0,430,1.2,3,2,1
672,672,https://www.domain.com.au/59-park-lane-wangaratta-vic-3677-16104102,WANGARATTA VIC 3677,"59 Park Lane, WANGARATTA VIC 3677",0,440,0.8,4,2,2
673,673,https://www.domain.com.au/3a-larissa-avenue-ringwood-vic-3134-16104099,RINGWOOD VIC 3134,"3A Larissa Avenue, RINGWOOD VIC 3134",0,370,0.6,2,1,1
674,674,https://www.domain.com.au/36a-lorraine-avenue-langwarrin-vic-3910-16104095,LANGWARRIN VIC 3910,"36a Lorraine Avenue, LANGWARRIN VIC 3910",0,480,1.5,3,1,1
675,675,https://www.domain.com.au/8-ross-street-hastings-vic-3915-16042151,HASTINGS VIC 3915,"8 Ross Street, HASTINGS VIC 3915",0,480,1.5,3,1,0
676,676,https://www.domain.com.au/11-inverloch-parade-inverloch-vic-3996-16104073,INVERLOCH VIC 3996,"11 Inverloch Parade, INVERLOCH VIC 3996",0,385,0.7,2,1,1
677,677,https://www.domain.com.au/33-inglewood-drive-werribee-vic-3030-16104072,WERRIBEE VIC 3030,"33 Inglewood Drive, WERRIBEE VIC 3030",0,430,1,3,2,2
678,678,https://www.domain.com.au/2-5-hiddleston-avenue-box-hill-south-vic-3128-16104056,BOX HILL SOUTH VIC 3128,"2/5 Hiddleston Avenue, BOX HILL SOUTH VIC 3128",0,500,0.6,3,1,1
679,679,https://www.domain.com.au/88-williams-street-frankston-vic-3199-16104051,FRANKSTON VIC 3199,"88 Williams Street, FRANKSTON VIC 3199",0,420,0.6,2,1,1
680,680,https://www.domain.com.au/222-oriel-road-heidelberg-west-vic-3081-16104044,HEIDELBERG WEST VIC 3081,"222 Oriel Road, HEIDELBERG WEST VIC 3081",0,340,1.6,3,1,2
681,681,https://www.domain.com.au/1107-6-joseph-road-footscray-vic-3011-16104041,FOOTSCRAY VIC 3011,"1107 /6 Joseph Road, FOOTSCRAY VIC 3011",0,500,1.1,2,2,1
682,682,https://www.domain.com.au/16-beena-street-carnegie-vic-3163-16104039,CARNEGIE VIC 3163,"16 Beena Street, CARNEGIE VIC 3163",0,875,0.7,5,2,2
683,683,https://www.domain.com.au/13-trinity-way-armstrong-creek-vic-3217-16104029,ARMSTRONG CREEK VIC 3217,"13 Trinity Way, ARMSTRONG CREEK VIC 3217",0,460,0.6,4,2,2
684,684,https://www.domain.com.au/4-bixby-avenue-wallan-vic-3756-16104022,WALLAN VIC 3756,"4 Bixby Avenue, WALLAN VIC 3756",0,400,1.6,4,2,2
685,685,https://www.domain.com.au/154-deakin-street-essendon-vic-3040-16104020,ESSENDON VIC 3040,"154 Deakin Street, ESSENDON VIC 3040",0,550,0.9,4,1,4
686,686,https://www.domain.com.au/63-blue-horizons-way-pakenham-vic-3810-16104018,PAKENHAM VIC 3810,"63 Blue Horizons Way, PAKENHAM VIC 3810",0,440,0.9,3,2,2
687,687,https://www.domain.com.au/1a-landra-street-rye-vic-3941-16104017,RYE VIC 3941,"1A Landra Street, RYE VIC 3941",0,370,2.2,1,1,4
688,688,https://www.domain.com.au/52-glenburn-drive-hallam-vic-3803-15881578,HALLAM VIC 3803,"52 Glenburn Drive, HALLAM VIC 3803",0,430,1.3,3,1,3
689,689,https://www.domain.com.au/6-treetop-court-heathmont-vic-3135-16104003,HEATHMONT VIC 3135,"6 Treetop Court, HEATHMONT VIC 3135",0,500,0.6,3,1,2
690,690,https://www.domain.com.au/93-st-david-street-thornbury-vic-3071-16103998,THORNBURY VIC 3071,"93 St David Street, THORNBURY VIC 3071",0,660,0.7,3,1,1
691,691,https://www.domain.com.au/6-cape-barron-drive-lara-vic-3212-16103993,LARA VIC 3212,"6 Cape Barron Drive, LARA VIC 3212",0,490,1.7,3,2,2
692,692,https://www.domain.com.au/23-mitchell-street-kyneton-vic-3444-16103991,KYNETON VIC 3444,"23 Mitchell Street, KYNETON VIC 3444",0,550,1.1,4,2,2
693,693,https://www.domain.com.au/125-carlton-road-dandenong-north-vic-3175-16103988,DANDENONG NORTH VIC 3175,"125 Carlton Road, DANDENONG NORTH VIC 3175",0,420,0.3,3,1,2
694,694,https://www.domain.com.au/14-nelse-street-mount-beauty-vic-3699-16103982,MOUNT BEAUTY VIC 3699,"14 Nelse Street, MOUNT BEAUTY VIC 3699",0,550,0.7,4,2,1
695,695,https://www.domain.com.au/9-caddy-court-south-morang-vic-3752-14856632,SOUTH MORANG VIC 3752,"9 Caddy Court, SOUTH MORANG VIC 3752",0,540,0.8,5,2,2
696,696,https://www.domain.com.au/111-rosebank-drive-cranbourne-north-vic-3977-14350252,CRANBOURNE NORTH VIC 3977,"111 Rosebank Drive, CRANBOURNE NORTH VIC 3977",0,550,0.8,4,2,2
697,697,https://www.domain.com.au/2-39-astley-crescent-point-cook-vic-3030-15528407,POINT COOK VIC 3030,"2/39 Astley Crescent, POINT COOK VIC 3030",0,370,0.5,3,2,1
698,698,https://www.domain.com.au/339-rossiter-road-koo-wee-rup-vic-3981-16103951,KOO WEE RUP VIC 3981,"339 Rossiter Road, KOO WEE RUP VIC 3981",0,500,0.1,4,2,2
699,699,https://www.domain.com.au/2-15-knaith-road-ringwood-east-vic-3135-16103949,RINGWOOD EAST VIC 3135,"2/15 Knaith Road, RINGWOOD EAST VIC 3135",0,480,0.4,3,2,1
700,700,https://www.domain.com.au/14-st-annes-crescent-berwick-vic-3806-16103939,BERWICK VIC 3806,"14 St Annes Crescent, BERWICK VIC 3806",0,520,0.4,4,2,2
701,701,https://www.domain.com.au/2-28-millward-street-brunswick-west-vic-3055-16103927,BRUNSWICK WEST VIC 3055,"2/28 Millward Street, BRUNSWICK WEST VIC 3055",0,595,0.8,2,2,1
702,702,https://www.domain.com.au/1-490-500-burwood-highway-vermont-south-vic-3133-16103924,VERMONT SOUTH VIC 3133,"1/490-500 Burwood Highway, VERMONT SOUTH VIC 3133",0,490,0.6,4,2,2
703,703,https://www.domain.com.au/30-royal-troon-avenue-heatherton-vic-3202-16103910,HEATHERTON VIC 3202,"30 Royal Troon Avenue, HEATHERTON VIC 3202",0,780,1,4,2,2
704,704,https://www.domain.com.au/103-cassinia-crescent-meadow-heights-vic-3048-11613057,MEADOW HEIGHTS VIC 3048,"103 Cassinia Crescent, MEADOW HEIGHTS VIC 3048",0,360,1.2,3,1,1
705,705,https://www.domain.com.au/110-raglan-street-preston-vic-3072-16103893,PRESTON VIC 3072,"110 Raglan Street, PRESTON VIC 3072",0,595,0.6,2,2,2
706,706,https://www.domain.com.au/5-petros-street-fraser-rise-vic-3336-16103890,FRASER RISE VIC 3336,"5 Petros Street, FRASER RISE VIC 3336",0,550,0.8,4,3,2
707,707,https://www.domain.com.au/66-sherbourne-road-montmorency-vic-3094-16103889,MONTMORENCY VIC 3094,"66 Sherbourne Road, MONTMORENCY VIC 3094",0,450,0.6,2,2,2
708,708,https://www.domain.com.au/1304-nepean-highway-cheltenham-vic-3192-16103880,CHELTENHAM VIC 3192,"1304 Nepean Highway, CHELTENHAM VIC 3192",0,550,0.8,3,1,1
709,709,https://www.domain.com.au/122-somerville-road-hampton-park-vic-3976-16103874,HAMPTON PARK VIC 3976,"122 Somerville Road, HAMPTON PARK VIC 3976",0,445,0.4,3,2,2
710,710,https://www.domain.com.au/90-patten-street-sale-vic-3850-16103871,SALE VIC 3850,"90 Patten Street, SALE VIC 3850",0,395,0.3,3,1,1
711,711,https://www.domain.com.au/5-batman-court-vermont-vic-3133-16103856,VERMONT VIC 3133,"5 Batman Court, VERMONT VIC 3133",0,575,0.1,4,2,2
712,712,https://www.domain.com.au/89-cobden-street-south-melbourne-vic-3205-16103853,SOUTH MELBOURNE VIC 3205,"89 Cobden Street, SOUTH MELBOURNE VIC 3205",0,120,0.6,3,2,0
713,713,https://www.domain.com.au/12-macqueen-street-mernda-vic-3754-16103852,MERNDA VIC 3754,"12 Macqueen Street, MERNDA VIC 3754",0,460,0.9,4,2,2
714,714,https://www.domain.com.au/17-167-pitt-street-eltham-vic-3095-16103851,ELTHAM VIC 3095,"17/167 Pitt Street, ELTHAM VIC 3095",0,570,0.9,3,2,2
715,715,https://www.domain.com.au/21-dover-street-richmond-vic-3121-16103850,RICHMOND VIC 3121,"21 Dover Street, RICHMOND VIC 3121",0,650,0.8,2,1,0
716,716,https://www.domain.com.au/33a-buckley-street-moonee-ponds-vic-3039-16103811,MOONEE PONDS VIC 3039,"33a Buckley Street, MOONEE PONDS VIC 3039",0,625,0.7,2,1,4
717,717,https://www.domain.com.au/11-caddick-gardens-caroline-springs-vic-3023-16103807,CAROLINE SPRINGS VIC 3023,"11 Caddick Gardens, CAROLINE SPRINGS VIC 3023",0,440,0.5,4,2,3
718,718,https://www.domain.com.au/5-dampier-court-grovedale-vic-3216-16103793,GROVEDALE VIC 3216,"5 Dampier Court, GROVEDALE VIC 3216",0,495,0.2,3,2,2
719,719,https://www.domain.com.au/1-the-parade-ascot-vale-vic-3032-16103787,ASCOT VALE VIC 3032,"1 The Parade, ASCOT VALE VIC 3032",0,900,0.5,5,1,2
720,720,https://www.domain.com.au/45-purches-street-mitcham-vic-3132-16103786,MITCHAM VIC 3132,"45 Purches Street, MITCHAM VIC 3132",0,490,0.6,3,1,3
721,721,https://www.domain.com.au/6-cherry-blossom-chase-pakenham-vic-3810-16103779,PAKENHAM VIC 3810,"6 Cherry Blossom Chase, PAKENHAM VIC 3810",0,410,1.3,3,2,1
722,722,https://www.domain.com.au/76-bernard-street-cheltenham-vic-3192-13606182,CHELTENHAM VIC 3192,"76 Bernard Street, CHELTENHAM VIC 3192",0,450,0.2,3,1,1
723,723,https://www.domain.com.au/8-janice-street-macleod-vic-3085-16103773,MACLEOD VIC 3085,"8 Janice Street, MACLEOD VIC 3085",0,800,1.2,4,2,2
724,724,https://www.domain.com.au/10-wallace-street-mount-beauty-vic-3699-15399019,MOUNT BEAUTY VIC 3699,"10 Wallace Street, MOUNT BEAUTY VIC 3699",0,300,0.9,2,1,0
725,725,https://www.domain.com.au/60-donald-street-prahran-vic-3181-16103752,PRAHRAN VIC 3181,"60 Donald Street, PRAHRAN VIC 3181",0,890,0.6,2,1,1
726,726,https://www.domain.com.au/7-harrow-street-frankston-vic-3199-16103750,FRANKSTON VIC 3199,"7 Harrow Street, FRANKSTON VIC 3199",0,410,0.5,3,1,2
727,727,https://www.domain.com.au/121-hope-street-brunswick-vic-3056-16103741,BRUNSWICK VIC 3056,"121 Hope Street, BRUNSWICK VIC 3056",0,620,0.4,3,1,1
728,728,https://www.domain.com.au/19-mountfield-street-brunswick-vic-3056-16103739,BRUNSWICK VIC 3056,"19 Mountfield Street, BRUNSWICK VIC 3056",0,590,0.9,2,1,1
729,729,https://www.domain.com.au/22a-tweed-st-highett-vic-3190-16103736,HIGHETT VIC 3190,"22A Tweed St, HIGHETT VIC 3190",0,770,0.9,3,2,2
730,730,https://www.domain.com.au/24-karagola-terrace-epping-vic-3076-16103729,EPPING VIC 3076,"24 Karagola Terrace, EPPING VIC 3076",0,450,0.9,3,2,2
731,731,https://www.domain.com.au/219-mcbryde-fawkner-vic-3060-16103728,FAWKNER VIC 3060,"219 McBryde, FAWKNER VIC 3060",0,470,0.7,3,2,4
732,732,https://www.domain.com.au/22-campaspe-way-point-cook-vic-3030-16103726,POINT COOK VIC 3030,"22 Campaspe Way, POINT COOK VIC 3030",0,420,1.3,4,2,2
733,733,https://www.domain.com.au/42-mcfadzean-avenue-reservoir-vic-3073-16103725,RESERVOIR VIC 3073,"42 Mcfadzean Avenue, RESERVOIR VIC 3073",0,380,1,3,1,2
734,734,https://www.domain.com.au/20-langbourne-drive-narre-warren-south-vic-3805-16103722,NARRE WARREN SOUTH VIC 3805,"20 Langbourne Drive, NARRE WARREN SOUTH VIC 3805",0,550,0.8,4,2,2
735,735,https://www.domain.com.au/24-lexington-parade-berwick-vic-3806-16103719,BERWICK VIC 3806,"24 Lexington Parade, BERWICK VIC 3806",0,540,1.3,4,2,2
736,736,https://www.domain.com.au/25-waratah-drive-dandenong-north-vic-3175-16103718,DANDENONG NORTH VIC 3175,"25 Waratah Drive, DANDENONG NORTH VIC 3175",0,410,0.3,3,1,1
737,737,https://www.domain.com.au/38-mcallister-road-monbulk-vic-3793-16103712,MONBULK VIC 3793,"38 McAllister Road, MONBULK VIC 3793",0,440,0.6,3,1,2
738,738,https://www.domain.com.au/10-641-malvern-road-toorak-vic-3142-16103708,TOORAK VIC 3142,"10/641 Malvern Road, TOORAK VIC 3142",0,550,0.4,3,1,1
739,739,https://www.domain.com.au/75-railway-parade-eltham-vic-3095-14233978,ELTHAM VIC 3095,"75 Railway Parade, ELTHAM VIC 3095",0,390,0.6,4,1,1
740,740,https://www.domain.com.au/10-grandiflora-grove-point-cook-vic-3030-16103689,POINT COOK VIC 3030,"10 Grandiflora Grove, POINT COOK VIC 3030",0,450,0.7,4,2,2
741,741,https://www.domain.com.au/10-ealing-avenue-wendouree-vic-3355-16103686,WENDOUREE VIC 3355,"10 Ealing Avenue, WENDOUREE VIC 3355",0,380,0.5,3,2,2
742,742,https://www.domain.com.au/22-woorawa-drive-doreen-vic-3754-16103684,DOREEN VIC 3754,"22 Woorawa Drive, DOREEN VIC 3754",0,425,0.9,4,2,2
743,743,https://www.domain.com.au/67-purtell-street-bentleigh-east-vic-3165-16103678,BENTLEIGH EAST VIC 3165,"67 Purtell Street, BENTLEIGH EAST VIC 3165",0,675,0.4,5,2,2
744,744,https://www.domain.com.au/42-nectar-road-botanic-ridge-vic-3977-16103670,BOTANIC RIDGE VIC 3977,"42 Nectar Road, BOTANIC RIDGE VIC 3977",0,520,0.6,4,2,2
745,745,https://www.domain.com.au/614-san-mateo-avenue-mildura-vic-3500-16103667,MILDURA VIC 3500,"614 San Mateo Avenue, MILDURA VIC 3500",0,460,0.8,3,2,2
746,746,https://www.domain.com.au/105-13-highmoor-ave-bayswater-vic-3153-16103666,BAYSWATER VIC 3153,"105/13 Highmoor Ave, BAYSWATER VIC 3153",0,380,0.4,2,1,1
747,747,https://www.domain.com.au/12-bighorn-road-truganina-vic-3029-16103665,TRUGANINA VIC 3029,"12 Bighorn Road, TRUGANINA VIC 3029",0,450,4,4,2,2
748,748,https://www.domain.com.au/rear-136-queensberry-street-carlton-vic-3053-16103663,CARLTON VIC 3053,"Rear/136 Queensberry Street, CARLTON VIC 3053",0,680,0.5,3,1,0
749,749,https://www.domain.com.au/38-brynor-crescent-glen-waverley-vic-3150-16103658,GLEN WAVERLEY VIC 3150,"38 Brynor Crescent, GLEN WAVERLEY VIC 3150",0,530,0.8,3,2,2
750,750,https://www.domain.com.au/48a-st-clems-road-doncaster-east-vic-3109-16103657,DONCASTER EAST VIC 3109,"48a St Clems Road, DONCASTER EAST VIC 3109",0,620,0.6,3,2,1
751,751,https://www.domain.com.au/67-swanston-street-geelong-vic-3220-16103648,GEELONG VIC 3220,"67 Swanston Street, GEELONG VIC 3220",0,570,0.7,3,2,1
752,752,https://www.domain.com.au/53-sierra-avenue-sunshine-west-vic-3020-16103647,SUNSHINE WEST VIC 3020,"53 Sierra Avenue,, SUNSHINE WEST VIC 3020",0,350,0.6,2,1,1
753,753,https://www.domain.com.au/202-albert-street-brunswick-vic-3056-16103636,BRUNSWICK VIC 3056,"202 Albert Street, BRUNSWICK VIC 3056",0,540,1,2,1,1
754,754,https://www.domain.com.au/1855-malvern-road-malvern-east-vic-3145-16103632,MALVERN EAST VIC 3145,"1855 Malvern Road, MALVERN EAST VIC 3145",0,17,0.7,5,3,6
755,755,https://www.domain.com.au/55-amadeo-way-chirnside-park-vic-3116-15125586,CHIRNSIDE PARK VIC 3116,"55 Amadeo Way, CHIRNSIDE PARK VIC 3116",0,470,1,3,2,1
756,756,https://www.domain.com.au/14-rosella-road-parkdale-vic-3195-16103628,PARKDALE VIC 3195,"14 Rosella Road, PARKDALE VIC 3195",0,11,0.8,3,1,2
757,757,https://www.domain.com.au/13-princes-street-flemington-vic-3031-16103622,FLEMINGTON VIC 3031,"13 Princes Street, FLEMINGTON VIC 3031",0,600,0.3,2,1,0
758,758,https://www.domain.com.au/38-warringa-crescent-hoppers-crossing-vic-3029-16103612,HOPPERS CROSSING VIC 3029,"38 Warringa Crescent, HOPPERS CROSSING VIC 3029",0,380,0.1,3,2,2
759,759,https://www.domain.com.au/12-xavier-st-oak-park-vic-3046-14377926,OAK PARK VIC 3046,"12 Xavier St, OAK PARK VIC 3046",0,700,0.9,5,3,6
760,760,https://www.domain.com.au/12-claudia-drive-epping-vic-3076-16103611,EPPING VIC 3076,"12 Claudia Drive, EPPING VIC 3076",0,500,0.9,4,2,2
761,761,https://www.domain.com.au/2-finsbury-street-flemington-vic-3031-16103602,FLEMINGTON VIC 3031,"2 Finsbury Street, FLEMINGTON VIC 3031",0,550,0.5,2,1,0
762,762,https://www.domain.com.au/20-joyce-street-point-cook-vic-3030-16103599,POINT COOK VIC 3030,"20 Joyce Street, POINT COOK VIC 3030",0,540,1.7,4,2,2
763,763,https://www.domain.com.au/49-pelagos-drive-clyde-vic-3978-15394336,CLYDE VIC 3978,"49 Pelagos Drive, CLYDE VIC 3978",0,450,4.6,3,2,1
764,764,https://www.domain.com.au/134-excelsior-drive-frankston-north-vic-3200-16103584,FRANKSTON NORTH VIC 3200,"134 Excelsior Drive, FRANKSTON NORTH VIC 3200",0,410,0.5,3,1,2
765,765,https://www.domain.com.au/21-valleyview-grove-drouin-vic-3818-16103578,DROUIN VIC 3818,"21 Valleyview Grove, DROUIN VIC 3818",0,465,2.4,4,2,2
766,766,https://www.domain.com.au/33-bayne-street-north-bendigo-vic-3550-16059076,NORTH BENDIGO VIC 3550,"33 Bayne Street, NORTH BENDIGO VIC 3550",0,330,1,2,2,1
767,767,https://www.domain.com.au/37-somerset-road-thornhill-park-vic-3335-16103568,THORNHILL PARK VIC 3335,"37 Somerset Road, THORNHILL PARK VIC 3335",0,420,4.8,4,2,2
768,768,https://www.domain.com.au/1-fletcher-street-essendon-vic-3040-16103555,ESSENDON VIC 3040,"1 Fletcher Street, ESSENDON VIC 3040",0,670,0.5,3,1,2
769,769,https://www.domain.com.au/60-tyne-street-box-hill-north-vic-3129-10705009,BOX HILL NORTH VIC 3129,"60 Tyne Street, BOX HILL NORTH VIC 3129",0,390,1,2,1,2
770,770,https://www.domain.com.au/29-bannons-lane-yarrambat-vic-3091-16103551,YARRAMBAT VIC 3091,"29 Bannons Lane, YARRAMBAT VIC 3091",0,800,1.8,4,2,6
771,771,https://www.domain.com.au/15-donna-buang-street-camberwell-vic-3124-16103548,CAMBERWELL VIC 3124,"15 Donna Buang Street, CAMBERWELL VIC 3124",0,160,0.5,5,3,4
772,772,https://www.domain.com.au/37-pascall-street-mount-waverley-vic-3149-16103541,MOUNT WAVERLEY VIC 3149,"37 Pascall Street, MOUNT WAVERLEY VIC 3149",0,650,0.8,4,2,1
773,773,https://www.domain.com.au/32-cooinda-crescent-watsonia-vic-3087-16103533,WATSONIA VIC 3087,"32 Cooinda Crescent, WATSONIA VIC 3087",0,390,0.5,2,1,1
774,774,https://www.domain.com.au/24-pembroke-road-ocean-grove-vic-3226-16103531,OCEAN GROVE VIC 3226,"24 Pembroke Road, OCEAN GROVE VIC 3226",0,480,0.8,3,1,3
775,775,https://www.domain.com.au/682-glenmore-road-rowsley-vic-3340-12116492,ROWSLEY VIC 3340,"682 Glenmore Road, ROWSLEY VIC 3340",0,495,6.7,3,1,3
776,776,https://www.domain.com.au/91-sellick-drive-croydon-vic-3136-16103510,CROYDON VIC 3136,"91 Sellick Drive, CROYDON VIC 3136",0,520,1,3,1,1
777,777,https://www.domain.com.au/4-166-chambers-road-altona-north-vic-3025-16103509,ALTONA NORTH VIC 3025,"4/166 Chambers Road, ALTONA NORTH VIC 3025",0,280,5,1,1,1
778,778,https://www.domain.com.au/1-5-neville-avenue-seaford-vic-3198-16103507,SEAFORD VIC 3198,"1/5 Neville Avenue, SEAFORD VIC 3198",0,410,0.2,2,1,1
779,779,https://www.domain.com.au/2-rosapenna-close-sunbury-vic-3429-15402550,SUNBURY VIC 3429,"2 Rosapenna Close, SUNBURY VIC 3429",0,370,0.5,3,1,0
780,780,https://www.domain.com.au/5a-haines-street-cheltenham-vic-3192-13478309,CHELTENHAM VIC 3192,"5A Haines Street, CHELTENHAM VIC 3192",0,590,0.6,3,1,2
781,781,https://www.domain.com.au/3-balmoral-pl-mildura-vic-3500-16103498,MILDURA VIC 3500,"3 Balmoral Pl, MILDURA VIC 3500",0,390,1.4,3,2,2
782,782,https://www.domain.com.au/3-kunuka-circuit-caroline-springs-vic-3023-16103487,CAROLINE SPRINGS VIC 3023,"3 Kunuka Circuit, CAROLINE SPRINGS VIC 3023",0,450,1,4,2,2
783,783,https://www.domain.com.au/203-st-aidans-road-kennington-vic-3550-9147091,KENNINGTON VIC 3550,"203 St Aidans Road, KENNINGTON VIC 3550",0,320,0.2,3,1,2
784,784,https://www.domain.com.au/15-viewside-crescent-craigieburn-vic-3064-16103477,CRAIGIEBURN VIC 3064,"15 Viewside Crescent, CRAIGIEBURN VIC 3064",0,400,0.5,3,2,1
785,785,https://www.domain.com.au/13-pertzel-court-warragul-vic-3820-16103476,WARRAGUL VIC 3820,"13 Pertzel Court, WARRAGUL VIC 3820",0,550,1.5,4,2,2
786,786,https://www.domain.com.au/16-cadley-avenue-point-cook-vic-3030-16103474,POINT COOK VIC 3030,"16 Cadley Avenue, POINT COOK VIC 3030",0,550,0.9,5,3,2
787,787,https://www.domain.com.au/38-george-street-st-albans-vic-3021-16103473,ST ALBANS VIC 3021,"38 George Street, ST ALBANS VIC 3021",0,220,0.3,1,1,0
788,788,https://www.domain.com.au/22-roseland-crescent-hoppers-crossing-vic-3029-16103471,HOPPERS CROSSING VIC 3029,"22 Roseland Crescent, HOPPERS CROSSING VIC 3029",0,375,0.7,3,1,2
789,789,https://www.domain.com.au/3-ripper-street-montmorency-vic-3094-16103469,MONTMORENCY VIC 3094,"3 Ripper Street, MONTMORENCY VIC 3094",0,730,0.3,4,2,2
790,790,https://www.domain.com.au/53-bruckner-drive-point-cook-vic-3030-16103468,POINT COOK VIC 3030,"53 Bruckner Drive, POINT COOK VIC 3030",0,450,1.3,4,2,2
791,791,https://www.domain.com.au/4-tinarra-court-kilsyth-vic-3137-16103465,KILSYTH VIC 3137,"4 Tinarra Court, KILSYTH VIC 3137",0,405,0.9,3,1,1
792,792,https://www.domain.com.au/13-farrell-avenue-yarra-glen-vic-3775-16103455,YARRA GLEN VIC 3775,"13 Farrell Avenue, YARRA GLEN VIC 3775",0,550,1,4,2,1
793,793,https://www.domain.com.au/6-botanical-avenue-wallan-vic-3756-15401564,WALLAN VIC 3756,"6 Botanical Avenue, WALLAN VIC 3756",0,450,1.3,4,2,2
794,794,https://www.domain.com.au/4-342-burwood-hwy-burwood-vic-3125-16103430,BURWOOD VIC 3125,"4/342 Burwood Hwy, BURWOOD VIC 3125",0,650,1.5,4,3,2
795,795,https://www.domain.com.au/33-fairhaven-avenue-beveridge-vic-3753-15380941,BEVERIDGE VIC 3753,"33 Fairhaven Avenue, BEVERIDGE VIC 3753",0,400,1.8,3,2,2
796,796,https://www.domain.com.au/22-wombat-court-narre-warren-south-vic-3805-16103419,NARRE WARREN SOUTH VIC 3805,"22 Wombat Court, NARRE WARREN SOUTH VIC 3805",0,410,0.9,3,2,1
797,797,https://www.domain.com.au/6-weatherly-grove-brighton-vic-3186-16103418,BRIGHTON VIC 3186,"6 Weatherly Grove, BRIGHTON VIC 3186",0,220,0.6,5,2,2
798,798,https://www.domain.com.au/15-briscola-cr-wollert-vic-3750-16103412,WOLLERT VIC 3750,"15 Briscola Cr, WOLLERT VIC 3750",0,460,1.3,4,2,2
799,799,https://www.domain.com.au/1-ripper-street-montmorency-vic-3094-16103411,MONTMORENCY VIC 3094,"1 Ripper Street, MONTMORENCY VIC 3094",0,730,0.3,4,2,2
